STRATEGY_EMMITED,STRATEGY_CONFLUENCE_FILTERED,STRATEGY_CONFIDENCE_FILTERED,STRATEGY_CONFLUENCE_ACCEPTANCE_RATE,WIN_RATE,FREQUENCY_RATE,TOTAL_RATE,PROFIT_RATE,SL_LEVEL,TP_LEVEL,<class '__main__.CandleSequence'>_CONFLUENT,<class '__main__.CandleSequence'>_DIVERGENT,<class '__main__.CandleSequence'>_ACCEPTANCE_RATE,<class '__main__.MovingAverage'>_CONFLUENT,<class '__main__.MovingAverage'>_DIVERGENT,<class '__main__.MovingAverage'>_ACCEPTANCE_RATE,<class '__main__.EMA'>_CONFLUENT,<class '__main__.EMA'>_DIVERGENT,<class '__main__.EMA'>_ACCEPTANCE_RATE,<class '__main__.ATR'>_CONFLUENT,<class '__main__.ATR'>_DIVERGENT,<class '__main__.ATR'>_ACCEPTANCE_RATE,<class '__main__.RSI'>_CONFLUENT,<class '__main__.RSI'>_DIVERGENT,<class '__main__.RSI'>_ACCEPTANCE_RATE,<class '__main__.MACD'>_CONFLUENT,<class '__main__.MACD'>_DIVERGENT,<class '__main__.MACD'>_ACCEPTANCE_RATE,<class '__main__.ADOSC'>_CONFLUENT,<class '__main__.ADOSC'>_DIVERGENT,<class '__main__.ADOSC'>_ACCEPTANCE_RATE,<class '__main__.MINUS_DI'>_CONFLUENT,<class '__main__.MINUS_DI'>_DIVERGENT,<class '__main__.MINUS_DI'>_ACCEPTANCE_RATE,<class '__main__.PLUS_DI'>_CONFLUENT,<class '__main__.PLUS_DI'>_DIVERGENT,<class '__main__.PLUS_DI'>_ACCEPTANCE_RATE,<class '__main__.ADX'>_CONFLUENT,<class '__main__.ADX'>_DIVERGENT,<class '__main__.ADX'>_ACCEPTANCE_RATE,<class '__main__.VOLUME'>_CONFLUENT,<class '__main__.VOLUME'>_DIVERGENT,<class '__main__.VOLUME'>_ACCEPTANCE_RATE,<class '__main__.SAR'>_CONFLUENT,<class '__main__.SAR'>_DIVERGENT,<class '__main__.SAR'>_ACCEPTANCE_RATE,<class '__main__.KAMA'>_CONFLUENT,<class '__main__.KAMA'>_DIVERGENT,<class '__main__.KAMA'>_ACCEPTANCE_RATE,CLOSED
716,45,0.6444444444444445,0.06284916201117319,72.32274353040185,-37824.0,77.68957035429246,79.98963899310272,1.5,2,0,0,1.0,1,0,0.9556650246305419,0,0,0.9543147208121827,0,0,0,0,0,0,0,0,0.9752321981424149,0,0,0,0,0,0.9038461538461539,0,0,0.9393939393939394,0,0,0,0,0,0.9523809523809523,1,0,0.9650180940892642,1,0,0.9672131147540983,-0.26358528033635764
730,43,0.6046511627906976,0.0589041095890411,73.60269762167646,-33311.0,79.05974610387548,81.39848116767506,1.5,2,0,0,1.0,0,0,0.96875,0,0,0.9671052631578947,0,0,0,0,0,0,1,0,0.9742990654205608,0,0,0,0,0,0.9230769230769231,1,0,0.948905109489051,0,0,0,0,0,1.0,1,0,0.9685230024213075,1,0,0.9690553745928339,0.28261494848483437
487,23,0.7391304347826086,0.04722792607802875,81.57610241820768,-17375.0,89.88718045866672,93.44907104743488,1.5,2.5,1,0,1.0,0,0,0.8888888888888888,0,0,1.0,0,0,0,0,0,0,1,0,0.9292035398230089,0,0,0,0,0,0.9473684210526315,0,0,0.9855072463768116,0,0,0,0,0,1.0,1,0,0.9671179883945842,0,0,1.0,0.3344417973684415
487,25,0.76,0.0513347022587269,72.33203505355405,-20340.0,85.13569193187219,90.6229734511514,1.5,2.5,1,0,1.0,0,0,1.0,0,0,0.9875,0,0,0,0,0,0,0,0,0.926605504587156,0,0,0,0,0,0.9230769230769231,0,0,0.9846153846153847,0,0,0,0,0,1.0,1,0,0.9633911368015414,0,0,1.0,0.37302515950725024
487,21,0.8095238095238095,0.043121149897330596,67.34566145092461,-17375.0,82.79288930100586,89.41312980818353,1.5,2.5,1,0,1.0,0,0,1.0,0,0,0.9823529411764705,0,0,0,0,0,0,0,0,0.946078431372549,0,0,0,0,0,0.972972972972973,0,0,0.9342105263157895,0,0,0,0,0,1.0,1,0,0.9671179883945842,1,0,0.9583333333333334,0.2272990727281865
670,17,0.6470588235294118,0.025373134328358207,80.75036075036076,-6730.0,89.24753260206346,92.88917768136461,1.5,2.5,0,0,1.0,0,0,1.0,0,0,0.9877551020408163,0,0,0,0,0,0,0,0,0.9954233409610984,0,0,0,0,0,0.9791666666666666,0,0,0.9797979797979798,0,0,0,0,0,0.9473684210526315,1,0,0.9845288326300985,0,0,0.991304347826087,-0.2882779314978734
449,5,1.0,0.011135857461024499,79.92760180995475,-5325.0,89.19469101328275,93.16630067185189,1.5,2.5,0,0,1.0,0,0,0.8888888888888888,1,0,0.9894736842105263,0,0,0,0,0,0,0,0,0.9967213114754099,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.9333333333333333,1,0,0.9900990099009901,0,0,1.0,-0.11589725080156654
508,1,1.0,0.001968503937007874,75.7777106614316,-3111.0,89.52559203837663,95.4175411999245,1.5,2.0,0,0,1.0,0,0,1.0,1,0,0.9954545454545455,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,1,0,0.9983361064891847,1,0,0.9888888888888889,0.23989508408942584
354,4,1.0,0.011299435028248588,74.28571428571429,-815.0,89.27920288050487,95.70498370684368,1.5,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0.988,0,0,0,1,0,0.9444444444444444,0,0,1.0,0,0,0,0,0,1.0,1,0,0.9900990099009901,1,0,0.9811320754716981,-0.2600390518463769
657,4,1.0,0.0060882800608828,86.29213483146067,-29170.0,92.39275191746523,95.0073020971815,1.5,2.0,1,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,1,0,0.9977876106194691,0,0,0,0,0,0.9705882352941176,1,0,0.983739837398374,0,0,0,0,0,1.0,1,0,0.9943181818181818,0,0,1.0,-0.2739405003839579
661,4,1.0,0.006051437216338881,80.43581886278515,-29170.0,86.47752657744437,89.06682988372688,1.5,2.0,0,0,1.0,0,0,0.9866666666666667,0,0,1.0,0,0,0,0,0,0,0,0,0.9978165938864629,0,0,0,0,0,0.9743589743589743,0,0,0.9823008849557522,0,0,0,0,0,1.0,1,0,0.9943181818181818,1,0,0.989247311827957,0.23853841437949086
661,5,1.0,0.007564296520423601,75.24765089982482,-31195.0,84.92107618852845,89.06682988368713,1.5,2.0,1,0,1.0,0,0,0.9866666666666667,0,0,1.0,0,0,0,0,0,0,0,0,0.9978165938864629,0,0,0,0,0,0.9743589743589743,0,0,0.9823008849557522,0,0,0,0,0,1.0,1,0,0.9929078014184397,0,0,0.989010989010989,-0.1462875670598578
669,10,0.7,0.014947683109118086,88.58583748619856,-33311.0,94.02557232544993,96.35688725655767,1.5,2.0,1,0,1.0,0,0,0.9793103448275862,0,0,1.0,0,0,0,0,0,0,0,1,0.9978540772532188,0,0,0,0,0,1.0,0,0,0.9747899159663865,0,0,0,0,0,1.0,1,0,0.9900990099009901,1,0,0.9885057471264368,0.23705750747863874
669,6,1.0,0.008968609865470852,76.23825449912407,-31195.0,85.12667660203385,88.93600036042376,1.5,2.0,0,0,1.0,0,0,0.9787234042553191,0,0,1.0,0,0,0,0,0,0,0,1,0.9935344827586207,0,0,0,0,0,1.0,1,0,0.9682539682539683,0,0,0,0,0,0.9473684210526315,1,0,0.9915014164305949,0,0,0.9726027397260274,-0.1734224214793869
665,11,0.6363636363636364,0.016541353383458645,80.63024081644834,-33311.0,89.4392711759358,93.21456990143044,1.5,2.0,0,0,1.0,0,0,0.9868421052631579,0,0,1.0,0,0,0,0,0,0,1,0,0.9933920704845814,0,0,0,0,0,1.0,0,0,0.9776119402985075,0,0,0,0,0,1.0,1,0,0.9900990099009901,0,0,0.984375,-0.24284496287172885
